id,relbase_code,relbase_name,official_sku,product_id,match_type,confidence_level,mapping_notes,total_sales,first_seen_date,last_seen_date,inferred_category,inferred_variant,is_service_item,is_legacy_code,needs_manual_review,created_at,updated_at,description,product_id_relbase,url_image
161,ANU-CRAA_U13510_WEB,CRACKERS KETO AJO ALBAHACA 135 GRS20250316110437.437080,ML-MLC2930200766,40,description_fuzzy,high,Fuzzy match: Crackers 135g → Galletas Crackers Grana Keto Sabor Ajo Albahaca 135g Vegana (100%),25,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,"WEB
",4930906,https://relke-erp-prod.s3-us-west-2.amazonaws.com/uploads/923/product/4930906/images/small_thumb_crackers-ajo-albahaca-grana.png?X-Amz-Expires=3600&X-Amz-Date=20251020T224441Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATSFAHWUNCQ7KSTET/20251020/us-west-2/s3/aws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=424e660fd83787095cc3512b810d6cfe1d24171f6bc5241f613f93863cbdf09e
137,ANU-BAMC_U04010,Barra Manzana Granel20250314201456.883984,MLC1630337051,111,description_fuzzy,high,Fuzzy match: Barra → Barra Cereal Grana Sour Berries 5 Un (100%),25,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,6533348,
166,ANU-CRPM_U13510_WEB,CRACKERS KETO PIMIENTA 135 GRS20250316113724.706630,ML-MLC2930200766,40,description_fuzzy,high,Fuzzy match: Crackers 135g → Galletas Crackers Grana Keto Sabor Ajo Albahaca 135g Vegana (100%),24,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,"WEB
",4930897,https://relke-erp-prod.s3-us-west-2.amazonaws.com/uploads/923/product/4930897/images/small_thumb_cracker-pimienta-grana.png?X-Amz-Expires=3600&X-Amz-Date=20251020T224441Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATSFAHWUNCQ7KSTET/20251020/us-west-2/s3/aws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=59e96f241a6190dceeddfa9fad5c878d500783373c5b5d9b574c50bfe39fcfae
206,ANU-EMPORIO_BAcacao1ud,Barrita Cacao 1 ud20250314201456.935021,BACM_U04010,10,description_fuzzy,high,Fuzzy match: Cacao → Barra Low Carb Cacao Maní - 1 unidad (100%),2,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,4031388,
192,ANU-DIRECTO_GRAcacaolow260,Granola Cacao20250314201500.378729,MLC2930070644,116,description_fuzzy,high,Fuzzy match: Granola Cacao → Granola Grana Cacao 260 G Bolsa Semillas (100%),23,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,4975873,https://relke-erp-prod.s3-us-west-2.amazonaws.com/uploads/923/product/4975873/images/small_thumb_grana-cacao-01_33558375-357f-4f77-b036-d94756dca249.png?X-Amz-Expires=3600&X-Amz-Date=20251021T002112Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATSFAHWUNCQ7KSTET/20251021/us-west-2/s3/aws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=3c9e53e74cd518a3d300ce23b2e61d0ddf8d9957013d9c23ec751372ccd8873b
256,ANU-LAN_BAketo1ud,Barrita Keto 1 ud20250314201457.045108,,,no_match,none,,41,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,,4039883,
257,ANU-LAN_BAmanzana1ud,Barrita Manzana 1 ud20250314201457.322430,,,no_match,none,,33,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,,4039872,
164,ANU-CRCU_U13510_WEB,CRACKERS KETO CÚRCUMA 135 GRS20250316113718.283788,ML-MLC2930200766,40,description_fuzzy,high,Fuzzy match: Crackers 135g → Galletas Crackers Grana Keto Sabor Ajo Albahaca 135g Vegana (100%),22,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,"WEB
",4930900,https://relke-erp-prod.s3-us-west-2.amazonaws.com/uploads/923/product/4930900/images/small_thumb_crackers-grana-curcuma.png?X-Amz-Expires=3600&X-Amz-Date=20251020T224441Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATSFAHWUNCQ7KSTET/20251020/us-west-2/s3/aws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=87f1234cc62e91a59f0c02535ee565afb91cfb6efb73e5fb9a6c8f9847a8517a
215,ANU-EMPORIO_CRA_Romero,CRACKERS Romero20250314201459.259653,CRRO_U13510,28,description_fuzzy,high,Fuzzy match: Crackers Romero → Crackers Keto Romero 135 grs (100%),22,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,4534216,
242,ANU-IGUAZÚ_BAketo16ud,Keto Display 16 uds20250314201500.799744,,,no_match,none,,3,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,,4039937,
214,ANU-EMPORIO_CRA_Cúrcuma,CRACKERS Cúrcuma20250314201459.020586,CRAA_U13510,30,description_fuzzy,high,Fuzzy match: Crackers → Crackers Keto Ajo Albahaca 135 grs (100%),22,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,4534214,
243,ANU-IGUAZÚ_BAketo5ud,Barrita Keto Display 5 uds20250314201457.168275,,,no_match,none,,2,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,,4039929,
245,ANU-IGUAZÚ_BAmanzana5ud,Barrita Manzana Display 5 uds20250314201457.457737,,,no_match,none,,2,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,,4039920,
218,ANU-EMPORIO_CRA_saldemar,CRACKERS Sal de Mar20250314201459.278676,CRSM_U25010,56,description_fuzzy,high,Fuzzy match: Crackers Sal de Mar → Crackers Keto Sal de Mar (100%),21,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,4534198,
216,ANU-EMPORIO_CRA_albahacaajo,CRACKERS Albahaca Ajo20250314201458.976144,CRAA_U13510,30,description_fuzzy,high,Fuzzy match: Crackers → Crackers Keto Ajo Albahaca 135 grs (100%),21,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,4534218,
142,ANU-BAMC_U64010_WEB,BARRA LOW CARB MANZANA CANELA X1620250316110428.812372,MLC1630337051,111,description_fuzzy,high,Fuzzy match: Barra → Barra Cereal Grana Sour Berries 5 Un (100%),20,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,"WEB
",4930869,https://relke-erp-prod.s3-us-west-2.amazonaws.com/uploads/923/product/4930869/images/small_thumb_barrita-manzana.png?X-Amz-Expires=3600&X-Amz-Date=20251020T224441Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATSFAHWUNCQ7KSTET/20251020/us-west-2/s3/aws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=96abe5a0658656f7094b006704916403fb3078407ee2279158f4624caf2952e6
90,ANU-ALDEA_BAketo1ud,Barrita Keto 1 ud20250314201457.056559,,,no_match,none,,22,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,,4054253,
302,ANU-UNIMARC_GRAclásica260x20,Granola Clásica 260 grs20250314201500.553390,,,no_match,none,,8,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,"MIX SEMI GRANOS Y ALMENDRA GRANA 260 GRS
",4059778,
291,ANU-TREMUS_BAMANZANA5UDS,Barrita Manzana Canela Display 5 Unidades20250314201457.374065,,,no_match,none,,1,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,,4865703,https://relke-erp-prod.s3-us-west-2.amazonaws.com/uploads/923/product/4865703/images/small_thumb_Cajabarritamanzanaselloveganonegro_e6896cf9-2c97-4346-b6e3-1ce38161dd80.png?X-Amz-Expires=3600&X-Amz-Date=20251020T224606Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATSFAHWUNCQ7KSTET/20251020/us-west-2/s3/aws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=be5b7e49f10d25690f05739a99d4fe086f906ed1051bbec5e2e234579ce05b61
113,ANU-B-UB-553899,UD BARRA MANZANA CANELA20250314201503.206080,MLC1630337051,111,description_fuzzy,high,Fuzzy match: Barra → Barra Cereal Grana Sour Berries 5 Un (100%),19,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,2548102,
112,ANU-B-UB-104034,UD BARRA LOW CARB CACAO MANI20250314201503.193807,BACM_U04010,10,description_fuzzy,high,Fuzzy match: Barra Cacao → Barra Low Carb Cacao Maní - 1 unidad (100%),19,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,2548105,
227,ANU-GRAL_U26010_WEB,GRANOLA LOW CARB ALMENDRAS 26020250323122546.256416,ML-MLC2967399930,53,description_fuzzy,high,Fuzzy match: Granola Almendras → Granola Grana Low Carb Almendras Y Semillas (100%),18,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,4930669,https://relke-erp-prod.s3-us-west-2.amazonaws.com/uploads/923/product/4930669/images/small_thumb_granola_almendras_jpg_cuadrada.jpg?X-Amz-Expires=3600&X-Amz-Date=20251021T001822Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATSFAHWUNCQ7KSTET/20251021/us-west-2/s3/aws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=ff374b5f554ffb2efcfed250c79c052f675439043d7e5a75a2dce62987991c16
114,ANU-B-UB-617158,UD BARRA KETO CHOCOLATE NUEZ20250314201503.182009,BAKC_U04010,13,description_fuzzy,high,Fuzzy match: Barra Nuez → Barra Keto Nuez - 1 unidad (100%),17,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,2548108,
91,ANU-ALDEA_BAketo5ud,Barrita Keto Display 5 uds20250314201457.188501,,,no_match,none,,17,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,,4054301,
92,ANU-ALDEA_BAmanzana1ud,Barrita Manzana 1 ud20250314201457.313154,,,no_match,none,,14,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,,4054240,
307,ANU-WEB_BAmanzana16ud,"BARRITA MANZANA, DISPLAY 16 UNIDADES20250314201457.421247",,,no_match,none,,1,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,,4031300,
6,ANU-D-DW-995240,DESPACHO WEB20250314201459.336193,,,no_match,none,,468,,,,,True,True,False,2025-10-21 17:32:59.423269,2025-10-23 13:24:28.026347,,1311915,
208,ANU-EMPORIO_BAketo16ud,Barrita Keto Display 16 uds20250314201457.137707,,,no_match,none,,5,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,,4031426,
211,ANU-EMPORIO_BAmanzana16ud,Barrita Manzana Display 16 uds20250314201457.411418,,,no_match,none,,5,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,,4031416,
213,ANU-EMPORIO_BAmanzana5ud,Manzana Display 5 uds20250314201500.888643,,,no_match,none,,5,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,,4031394,
236,ANU-GRCA_U26010_WEB,GRANOLA LOW CARB CACAO MANÍ 26020250323122557.524500,MLC2930070644,116,description_fuzzy,high,Fuzzy match: Granola Cacao → Granola Grana Cacao 260 G Bolsa Semillas (100%),17,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,4930671,https://relke-erp-prod.s3-us-west-2.amazonaws.com/uploads/923/product/4930671/images/small_thumb_granola_cacao.png?X-Amz-Expires=3600&X-Amz-Date=20251020T224226Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATSFAHWUNCQ7KSTET/20251020/us-west-2/s3/aws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=c9eb27b8f87dadf307a6587b61c85fae3fad8af659c212e7221ca470595168a8
209,ANU-EMPORIO_BAketo1ud,Barrita Keto 1 ud20250314201457.035707,,,no_match,none,,3,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,,4031391,
212,ANU-EMPORIO_BAmanzana1ud,Barrita Manzana 1 ud20250314201457.332635,,,no_match,none,,2,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,,4031384,
308,ANU-WEB_DESalulosa,Alulosa20250314201456.416558,,,no_match,none,,38,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,,1311400,https://relke-erp-prod.s3-us-west-2.amazonaws.com/uploads/923/product/1311400/images/small_thumb_2-4.jpg?X-Amz-Expires=3600&X-Amz-Date=20251020T224655Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATSFAHWUNCQ7KSTET/20251020/us-west-2/s3/aws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=9b84d01520830a1def2b1c0ae61e8a4e9b4ae9f273232d0d0d0899de4c87117c
174,ANU-CRSM_U13510,Cracker Sal de Mar 135 gr20250314201458.998304,CRSM_U25010,56,description_fuzzy,medium,Fuzzy match: Crackers Sal de Mar 135g → Crackers Keto Sal de Mar (88%),17,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,6533358,
121,ANU-BACM_U20010_WEB,BARRA LOW CARB CACAO MANí X520250316110420.639101,BACM_U04010,10,description_fuzzy,high,Fuzzy match: Barra Cacao → Barra Low Carb Cacao Maní - 1 unidad (100%),17,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,"WEB
",4930835,https://relke-erp-prod.s3-us-west-2.amazonaws.com/uploads/923/product/4930835/images/small_thumb_Cajabarritacacaoconsellolowcarb.png?X-Amz-Expires=3600&X-Amz-Date=20251020T224441Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATSFAHWUNCQ7KSTET/20251020/us-west-2/s3/aws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=9b373bdf85265cf8ea9b2155cf488b8d85556b34e4a1e7232da258f4fb7c62aa
93,ANU-ALDEA_BAmanzana5ud,Manzana Display 5 uds20250314201500.880233,,,no_match,none,,12,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,,4054263,
169,ANU-CRRO_U13510,Crackers Keto Romero 135 grs20250325093647.508999,MLC2933751572,115,description_fuzzy,high,Fuzzy match: Crackers Romero 135g → Galletas Crackers Grana Keto Sabor Romero 135g Vegana (100%),17,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,6533359,https://relke-erp-prod.s3-us-west-2.amazonaws.com/uploads/923/product/6533359/images/small_thumb_crackers-romero-grana.png?X-Amz-Expires=3600&X-Amz-Date=20251020T223721Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATSFAHWUNCQ7KSTET/20251020/us-west-2/s3/aws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=df7a3de128dd95019bfd89e182209bd298009f1245f202b192aea1859f77f1a0
305,ANU-WALMART_BAmanzana5ud,Barrita Manzana Display 5 uds20250314201457.447452,,,no_match,none,,22,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,"28 Display de barritas de 5 unidades sabor Manzana Canela
",4059238,
286,ANU-SNAQUI_BAketo16ud,Barrita Keto Display 16 uds20250314201457.147534,,,no_match,none,,2,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,,4039868,
303,ANU-UNIMARC_GRAclásica260x25,Granola Clásica 260 grs20250314201500.562114,,,no_match,none,,12,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,"MIX SEMI GRANOS Y ALMENDRA GRANA 260 GRS CAJA DE 25 UDS
",4059774,
287,ANU-SNAQUI_BAketo5ud,Barrita Keto Display 5 uds20250314201457.178319,,,no_match,none,,1,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,,4039848,
252,ANU-KETOCLUB_BAketo5ud,Barritas	Keto Display 5 uds20250314201457.494280,,,no_match,none,,3,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,,4059127,
171,ANU-CRSMFFES,Crackers Keto Sal de Mar 120 grs20250314201459.168798,CRSM_U25010,56,description_fuzzy,medium,Fuzzy match: Crackers Sal de Mar 120g → Crackers Keto Sal de Mar (88%),16,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,4542344,https://relke-erp-prod.s3-us-west-2.amazonaws.com/uploads/923/product/4542344/images/small_thumb_IMG_0515.png?X-Amz-Expires=3600&X-Amz-Date=20251020T224616Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATSFAHWUNCQ7KSTET/20251020/us-west-2/s3/aws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=1be37a79cd1ad238031bc3cd26ebece422b4ec1e379fdd3b89d5d29ec18f544d
181,ANU-DIRECTO_BAcacao16ud,Cacao Display 16 uds20250314201457.633862,BACM_U04010,10,description_fuzzy,high,Fuzzy match: Cacao → Barra Low Carb Cacao Maní - 1 unidad (100%),16,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,4021955,
200,ANU-DISTRIB_BAmanzana5ud,Barrita Manzana Display 5 uds20250314201457.436109,,,no_match,none,,2,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,,4039798,
300,ANU-UNIMARC_GRAcacao260x20,Granola Cacao 260 grs20250314201500.480110,GRA-250-001,2,description_fuzzy,high,Fuzzy match: Granola 260g → Granola 250g (92%),16,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,"GRANOLA DIET/SEMILLAS Y CHOC GRANA 260 GRS
",4059780,
88,ANU-ALDEA_BAcacao1ud,Barrita Cacao 1 ud20250314201456.925769,BACM_U04010,10,description_fuzzy,high,Fuzzy match: Cacao → Barra Low Carb Cacao Maní - 1 unidad (100%),16,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,4054244,
239,ANU-GRKC_U21010_WEB,GRANOLA KETO NUEZ 21020250323122539.074591,GRKC_U21010,19,description_fuzzy,high,Fuzzy match: Granola Nuez → Granola Keto Nuez 210 grs (100%),15,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,4930676,https://relke-erp-prod.s3-us-west-2.amazonaws.com/uploads/923/product/4930676/images/small_thumb_keto1080.png?X-Amz-Expires=3600&X-Amz-Date=20251021T001858Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATSFAHWUNCQ7KSTET/20251021/us-west-2/s3/aws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=98209cbb60eb76c465fdc9dd7ba6b52816dbde06890e803e1222b59c47c4b117
196,ANU-DISTRIB_BAketo16ud,Barrita Keto Display 16 uds20250314201457.157972,,,no_match,none,,2,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,,4039819,
198,ANU-DISTRIB_BAmanzana16ud,Barrita Manzana Display 16 uds20250314201457.398786,,,no_match,none,,1,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,,4039814,
199,ANU-DISTRIB_BAmanzana1ud,Barrita Manzana 1 ud20250314201457.302444,,,no_match,none,,2,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,,4039783,
197,ANU-DISTRIB_BAketo1ud,Barrita Keto 1 ud20250314201457.069335,,,no_match,none,,2,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,,4039797,
95,ANU-ANU-C-GC-349445,GRANA CLÁSICO 260 GRS RETAIL20250314201500.205983,,,no_match,none,,96,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,"1 CAJAS DE 25 ENVASES DE MIX DE SEMILLAS, GRANOS Y ALMENDRAS 260 GR.
UNIMARC SANTA MARIA (AV SANTA MARIA 6940)







",1317581,
97,ANU-ANU-C-GC-963863,GRANA CACAO 260 GRS RETAIL20250314201500.150573,,,no_match,none,,88,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,"1 CAJAS DE 25 ENVASES DE MIX DE SEMILLAS, GRANOS Y CACAO 260 GR.
UNIMARC SANTA MARIA (AV SANTA MARIA 6940)





",1317583,
110,ANU-B-D5-90094,Display 5 Barritas Manzana20250314201459.400593,,,no_match,none,,38,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,,2291668,
109,ANU-B-D5-392210,Display 5 Barritas Keto20250314201459.389694,,,no_match,none,,49,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,,2291669,
101,ANU-B-BK-464903,Barrita Keto nuts Display 16 uds20250314201457.222376,,,no_match,none,,42,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,,2855539,
63,ANU-10614143397438,CEREAL DE SEMILLA/ALMENDRA GRANA20250314201458.150096,,,no_match,none,,91,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,,1831557,
148,ANU-C-GK-232292,Granola Keto20250314201500.591586,GRA-250-001,2,description_fuzzy,high,Fuzzy match: Granola → Granola 250g (100%),15,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,3320920,
94,ANU-ALDEA_GRAketo210,Granola Keto 210 grs20250314201500.611631,GRA-250-001,2,description_fuzzy,high,Fuzzy match: Granola 210g → Granola 250g (92%),15,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,4054233,
347,PACKCRSURTIDO,Pack 4 Crackers Keto Surtidos,CRAA_U13510,87,name_fuzzy,high,Fuzzy match: Crackers → Crackers Keto Ajo Albahaca 135 grs (100%),15,,,,,False,False,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,7312596,https://relke-erp-prod.s3-us-west-2.amazonaws.com/uploads/923/product/7312596/images/small_thumb_6.png?X-Amz-Expires=3600&X-Amz-Date=20251020T220919Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATSFAHWUNCQ7KSTET/20251020/us-west-2/s3/aws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=6f9599a1fd2d85ee81c206adcd7d7d07adc98a7429dab3d480f118495f313434
104,ANU-B-BM-472509,Barrita Manzana 16 uds20250314201457.292666,,,no_match,none,,14,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,,2855535,
346,PACKCRSM_U25020,Pack 4 Crackers Keto Sal de Mar Display 10 sachets,CRSM_U25010,90,name_fuzzy,high,Fuzzy match: Crackers Sal de Mar → Crackers Keto Sal de Mar (100%),15,,,,,False,False,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,7312764,https://relke-erp-prod.s3-us-west-2.amazonaws.com/uploads/923/product/7312764/images/small_thumb_5_2436ea0c-64ae-4fe0-881a-13f7101a2519.png?X-Amz-Expires=3600&X-Amz-Date=20251020T220921Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATSFAHWUNCQ7KSTET/20251020/us-west-2/s3/aws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=b67343193a8950cb13a98e2916e0d199f46667bb5f27f4c11ce17603356a4aab
268,ANU-O-PG-387548,Productos Grana20250314201502.671110,,,no_match,none,,1,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,,3397822,
231,ANU-GRBE_U26010_WEB,GRANOLA LOW CARB BERRIES 26020250323122611.921435,ML-MLC2978641268,41,description_fuzzy,high,"Fuzzy match: Granola Berries → Granola Grana Low Carb Berries Y Semillas, Vegana, Sin Aceit (100%)",13,,,,,False,True,False,2025-10-21 17:33:30.003158,2025-10-25 21:06:29.700440,,4930673,https://relke-erp-prod.s3-us-west-2.amazonaws.com/uploads/923/product/4930673/images/small_thumb_granola_berries_jpg_cuadrada.jpg?X-Amz-Expires=3600&X-Amz-Date=20251021T001741Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATSFAHWUNCQ7KSTET/20251021/us-west-2/s3/aws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=6af0ce19dab9d2927735c3d41bb863d60cb0fad246e66e85160b4801cfa2a5c4
102,ANU-B-BK-557570,Barrita Keto20250314201457.024010,,,no_match,none,,1,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,,2291665,
103,ANU-B-BM-445680,Barrita Manzana20250314201457.283956,,,no_match,none,,1,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,,2291664,
144,ANU-C-GB-269799,GRANA BERRIES 260 GRS RETAIL20250314201500.114632,,,no_match,none,,91,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,"1 CAJAS DE 12 ENVASES DE MIX DE SEMILLAS, GRANOS Y BERRIES 260 GR.
",1317586,
158,ANU-C-VC-379018,VENTAS CREADO CHILE20250314201503.547758,,,no_match,none,,7,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,VENTAS MARZO 2022,2315142,
71,ANU-1892808149,GRANA CLÁSICO20250314201500.167736,,,no_match,none,,142,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,,1286562,
62,ANU-01,DESPACHO20250314201459.327232,,,no_match,none,,396,,,,,True,True,False,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,,1286611,
258,ANU-MY-CD-601230,CAJAS DISPLAY BARRITA MANZANA20250314201458.105509,,,no_match,none,,1,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,,2247438,
179,ANU-CY-VM-448053,VENTA MINKA20250314201503.521574,,,no_match,none,,2,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,,1911567,
5,ANU-3322808180,MIX GRANA CLÁSICO20250314201501.098800,,,no_match,none,,706,,,,,False,True,True,2025-10-21 17:32:59.423269,2025-10-23 13:24:28.026347,"5 CAJAS DE 25 ENVASES DE MIX DE SEMILLAS, GRANOS Y ALMENDRAS 260 GR.
LOCAL COSTANERA J511 OC5572484331",1286598,
77,ANU-4322808039,MIX GRANA BERRIES20250314201501.049936,,,no_match,none,,430,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,"6 CAJAS DE 12 ENVASES DE MIX DE SEMILLAS, GRANOS Y BERRIES 260 GR.
LOCAL COSTANERA J511 OC5572484331",1286610,
75,ANU-3322808177,MIX GRANA CACAO20250314201501.058864,,,no_match,none,,594,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,"5 CAJAS DE 25 ENVASES DE MIX DE SEMILLAS, GRANOS Y CACAO 260 GR.
LOCAL COSTANERA J511 OC5572484331",1286597,
284,ANU-SC-MG-835172,MIX GRANA CACAO20250314201501.069342,,,no_match,none,,1,,,,,False,True,True,2025-10-21 17:33:30.003158,2025-10-23 13:24:28.026347,"1 CAJAS DE 25 ENVASES DE MIX DE SEMILLAS,
GRANOS Y CACAO 260 GR.
LOCAL LOS MILITARES OC4770792333",1297332,
